t 	T_s 	t_s	T_raw	t_nth_d	 cooling_rate	
1.07k	134.2	1.07k	134.3	1.07k	0.030	
1.07k	134.3	1.07k	134.3	1.07k	0.030	
1.07k	134.3	1.07k	134.3	1.07k	0.030	
1.07k	134.3	1.07k	134.3	1.07k	0.029	
1.07k	134.4	1.07k	134.4	1.07k	0.030	
1.07k	134.4	1.07k	134.4	1.07k	0.029	
1.08k	134.4	1.08k	134.4	1.08k	0.028	
1.08k	134.4	1.08k	134.4	1.08k	0.029	
1.08k	134.5	1.08k	134.5	1.08k	0.028	
1.08k	134.5	1.08k	134.5	1.08k	0.027	
1.08k	134.5	1.08k	134.5	1.08k	0.027	
1.08k	134.6	1.08k	134.6	1.08k	0.026	
1.08k	134.6	1.08k	134.6	1.08k	0.025	
1.08k	134.6	1.08k	134.6	1.08k	0.025	
1.08k	134.6	1.08k	134.6	1.08k	0.024	
1.08k	134.7	1.08k	134.7	1.08k	0.023	
1.09k	134.7	1.09k	134.7	1.09k	0.023	
1.09k	134.7	1.09k	134.7	1.09k	0.022	
1.09k	134.7	1.09k	134.7	1.09k	0.022	
1.09k	134.7	1.09k	134.7	1.09k	0.021	
1.09k	134.8	1.09k	134.8	1.09k	0.020	
1.09k	134.8	1.09k	134.8	1.09k	0.020	
1.09k	134.8	1.09k	134.8	1.09k	0.019	
1.09k	134.8	1.09k	134.8	1.09k	0.018	
1.09k	134.8	1.09k	134.8	1.09k	0.017	
1.09k	134.9	1.09k	134.9	1.09k	0.017	
1.10k	134.9	1.10k	134.9	1.10k	0.015	
1.10k	134.9	1.10k	134.9	1.10k	0.014	
1.10k	134.9	1.10k	134.9	1.10k	0.013	
1.10k	134.9	1.10k	134.9	1.10k	0.012	
1.10k	134.9	1.10k	134.9	1.10k	0.011	
1.10k	134.9	1.10k	134.9	1.10k	0.010	
1.10k	134.9	1.10k	134.9	1.10k	0.009	
1.10k	135.0	1.10k	135.0	1.10k	0.008	
1.10k	135.0	1.10k	135.0	1.10k	0.007	
1.10k	135.0	1.10k	135.0	1.10k	0.006	
1.11k	135.0	1.11k	135.0	1.11k	0.004	
1.11k	135.0	1.11k	135.0	1.11k	0.003	
1.11k	135.0	1.11k	135.0	1.11k	0.002	
1.11k	135.0	1.11k	135.0	1.11k	0.000	
1.11k	135.0	1.11k	135.0	1.11k	-0.001	
1.11k	135.0	1.11k	135.0	1.11k	-0.003	
1.11k	135.0	1.11k	135.0	1.11k	-0.004	
1.11k	135.0	1.11k	135.0	1.11k	-0.006	
1.11k	135.0	1.11k	135.0	1.11k	-0.007	
1.11k	135.0	1.11k	135.0	1.11k	-0.009	
1.12k	134.9	1.12k	134.9	1.12k	-0.010	
1.12k	134.9	1.12k	134.9	1.12k	-0.012	
1.12k	134.9	1.12k	134.9	1.12k	-0.013	
1.12k	134.9	1.12k	134.9	1.12k	-0.015	
1.12k	134.9	1.12k	134.9	1.12k	-0.016	
1.12k	134.9	1.12k	134.9	1.12k	-0.018	
1.12k	134.9	1.12k	134.9	1.12k	-0.020	
1.12k	134.8	1.12k	134.8	1.12k	-0.021	
1.12k	134.8	1.12k	134.8	1.12k	-0.022	
1.12k	134.8	1.12k	134.8	1.12k	-0.024	
1.13k	134.8	1.13k	134.8	1.13k	-0.025	
1.13k	134.7	1.13k	134.7	1.13k	-0.027	
1.13k	134.7	1.13k	134.7	1.13k	-0.029	
1.13k	134.7	1.13k	134.7	1.13k	-0.030	
1.13k	134.7	1.13k	134.6	1.13k	-0.031	
1.13k	134.6	1.13k	134.6	1.13k	-0.033	
1.13k	134.6	1.13k	134.6	1.13k	-0.034	
1.13k	134.6	1.13k	134.5	1.13k	-0.036	
1.13k	134.5	1.13k	134.5	1.13k	-0.037	
1.13k	134.5	1.13k	134.5	1.13k	-0.038	
1.14k	134.4	1.14k	134.4	1.14k	-0.038	
1.14k	134.4	1.14k	134.4	1.14k	-0.038	
1.14k	134.4	1.14k	134.4	1.14k	-0.038	
1.14k	134.3	1.14k	134.3	1.14k	-0.037	
1.14k	134.3	1.14k	134.3	1.14k	-0.037	
1.14k	134.3	1.14k	134.3	1.14k	-0.036	
1.14k	134.2	1.14k	134.2	1.14k	-0.035	
1.14k	134.2	1.14k	134.2	1.14k	-0.035	
1.14k	134.1	1.14k	134.2	1.14k	-0.034	
1.14k	134.1	1.14k	134.1	1.14k	-0.034	
1.15k	134.1	1.15k	134.1	1.15k	-0.035	
1.15k	134.0	1.15k	134.1	1.15k	-0.035	
1.15k	134.0	1.15k	134.0	1.15k	-0.036	
1.15k	134.0	1.15k	134.0	1.15k	-0.037	
1.15k	133.9	1.15k	133.9	1.15k	-0.037	
1.15k	133.9	1.15k	133.9	1.15k	-0.037	
1.15k	133.9	1.15k	133.9	1.15k	-0.038	
1.15k	133.8	1.15k	133.8	1.15k	-0.038	
1.15k	133.8	1.15k	133.8	1.15k	-0.038	
1.15k	133.7	1.15k	133.7	1.15k	-0.038	
1.16k	133.7	1.16k	133.7	1.16k	-0.038	
1.16k	133.7	1.16k	133.7	1.16k	-0.039	
1.16k	133.6	1.16k	133.6	1.16k	-0.040	
1.16k	133.6	1.16k	133.6	1.16k	-0.039	
1.16k	133.6	1.16k	133.5	1.16k	-0.039	
1.16k	133.5	1.16k	133.5	1.16k	-0.040	
1.16k	133.5	1.16k	133.5	1.16k	-0.039	
1.16k	133.4	1.16k	133.4	1.16k	-0.039	
1.16k	133.4	1.16k	133.4	1.16k	-0.040	
1.16k	133.4	1.16k	133.4	1.16k	-0.039	
1.17k	133.3	1.17k	133.3	1.17k	-0.039	
1.17k	133.3	1.17k	133.3	1.17k	-0.040	
1.17k	133.2	1.17k	133.2	1.17k	-0.039	
1.17k	133.2	1.17k	133.2	1.17k	-0.040	
1.17k	133.2	1.17k	133.2	1.17k	-0.040	
1.17k	133.1	1.17k	133.1	1.17k	-0.040	
1.17k	133.1	1.17k	133.1	1.17k	-0.040	
1.17k	133.0	1.17k	133.0	1.17k	-0.041	
1.17k	133.0	1.17k	133.0	1.17k	-0.040	
1.17k	133.0	1.17k	132.9	1.17k	-0.040	
1.18k	132.9	1.18k	132.9	1.18k	-0.041	
1.18k	132.9	1.18k	132.9	1.18k	-0.040	
1.18k	132.8	1.18k	132.8	1.18k	-0.040	
1.18k	132.8	1.18k	132.8	1.18k	-0.040	
1.18k	132.8	1.18k	132.8	1.18k	-0.039	
1.18k	132.7	1.18k	132.7	1.18k	-0.039	
1.18k	132.7	1.18k	132.7	1.18k	-0.040	
1.18k	132.6	1.18k	132.6	1.18k	-0.039	
1.18k	132.6	1.18k	132.6	1.18k	-0.039	
1.18k	132.6	1.18k	132.6	1.18k	-0.040	
1.19k	132.5	1.19k	132.5	1.19k	-0.039	
1.19k	132.5	1.19k	132.5	1.19k	-0.039	
1.19k	132.4	1.19k	132.4	1.19k	-0.039	
1.19k	132.4	1.19k	132.4	1.19k	-0.039	
1.19k	132.4	1.19k	132.4	1.19k	-0.039	
1.19k	132.3	1.19k	132.3	1.19k	-0.039	
1.19k	132.3	1.19k	132.3	1.19k	-0.039	
1.19k	132.2	1.19k	132.2	1.19k	-0.038	
1.19k	132.2	1.19k	132.2	1.19k	-0.039	
1.19k	132.2	1.19k	132.2	1.19k	-0.038	
1.20k	132.1	1.20k	132.1	1.20k	-0.038	
1.20k	132.1	1.20k	132.1	1.20k	-0.038	
1.20k	132.1	1.20k	132.1	1.20k	-0.037	
1.20k	132.0	1.20k	132.0	1.20k	-0.037	
1.20k	132.0	1.20k	132.0	1.20k	-0.037	
1.20k	131.9	1.20k	132.0	1.20k	-0.036	
1.20k	131.9	1.20k	131.9	1.20k	-0.036	
1.20k	131.9	1.20k	131.9	1.20k	-0.037	
1.20k	131.8	1.20k	131.9	1.20k	-0.036	
1.20k	131.8	1.20k	131.8	1.20k	-0.036	
1.21k	131.8	1.21k	131.8	1.21k	-0.036	
1.21k	131.7	1.21k	131.7	1.21k	-0.036	
1.21k	131.7	1.21k	131.7	1.21k	-0.035	
1.21k	131.7	1.21k	131.7	1.21k	-0.036	
1.21k	131.6	1.21k	131.6	1.21k	-0.035	
1.21k	131.6	1.21k	131.6	1.21k	-0.035	
1.21k	131.6	1.21k	131.6	1.21k	-0.035	
1.21k	131.5	1.21k	131.5	1.21k	-0.034	
1.21k	131.5	1.21k	131.5	1.21k	-0.033	
1.21k	131.5	1.21k	131.5	1.21k	-0.034	
1.22k	131.4	1.22k	131.4	1.22k	-0.033	
1.22k	131.4	1.22k	131.4	1.22k	-0.033	
1.22k	131.4	1.22k	131.4	1.22k	-0.033	
1.22k	131.3	1.22k	131.3	1.22k	-0.033	
1.22k	131.3	1.22k	131.3	1.22k	-0.033	
1.22k	131.3	1.22k	131.3	1.22k	-0.033	
1.22k	131.2	1.22k	131.2	1.22k	-0.033	
1.22k	131.2	1.22k	131.2	1.22k	-0.033	
1.22k	131.2	1.22k	131.2	1.22k	-0.033	
1.22k	131.1	1.22k	131.1	1.22k	-0.033	
1.23k	131.1	1.23k	131.1	1.23k	-0.032	
1.23k	131.1	1.23k	131.1	1.23k	-0.033	
1.23k	131.0	1.23k	131.0	1.23k	-0.032	
1.23k	131.0	1.23k	131.0	1.23k	-0.032	
1.23k	131.0	1.23k	131.0	1.23k	-0.032	
1.23k	130.9	1.23k	130.9	1.23k	-0.031	
1.23k	130.9	1.23k	130.9	1.23k	-0.031	
1.23k	130.9	1.23k	130.9	1.23k	-0.031	
1.23k	130.8	1.23k	130.8	1.23k	-0.030	
1.23k	130.8	1.23k	130.8	1.23k	-0.030	
1.24k	130.8	1.24k	130.8	1.24k	-0.030	
1.24k	130.8	1.24k	130.8	1.24k	-0.029	
1.24k	130.7	1.24k	130.7	1.24k	-0.028	
1.24k	130.7	1.24k	130.7	1.24k	-0.029	
1.24k	130.7	1.24k	130.7	1.24k	-0.028	
1.24k	130.6	1.24k	130.6	1.24k	-0.028	
1.24k	130.6	1.24k	130.6	1.24k	-0.028	
1.24k	130.6	1.24k	130.6	1.24k	-0.027	
1.24k	130.6	1.24k	130.5	1.24k	-0.027	
1.24k	130.5	1.24k	130.5	1.24k	-0.027	
1.25k	130.5	1.25k	130.5	1.25k	-0.026	
1.25k	130.5	1.25k	130.5	1.25k	-0.026	
1.25k	130.4	1.25k	130.4	1.25k	-0.026	
1.25k	130.4	1.25k	130.4	1.25k	-0.025	
1.25k	130.4	1.25k	130.4	1.25k	-0.025	
1.25k	130.4	1.25k	130.4	1.25k	-0.025	
1.25k	130.3	1.25k	130.4	1.25k	-0.024	
1.25k	130.3	1.25k	130.3	1.25k	-0.024	
1.25k	130.3	1.25k	130.3	1.25k	-0.024	
1.25k	130.3	1.25k	130.3	1.25k	-0.023	
1.26k	130.3	1.26k	130.2	1.26k	-0.023	
1.26k	130.2	1.26k	130.2	1.26k	-0.023	
1.26k	130.2	1.26k	130.2	1.26k	-0.022	
1.26k	130.2	1.26k	130.2	1.26k	-0.022	
1.26k	130.2	1.26k	130.2	1.26k	-0.022	
1.26k	130.1	1.26k	130.2	1.26k	-0.021	
1.26k	130.1	1.26k	130.1	1.26k	-0.021	
1.26k	130.1	1.26k	130.1	1.26k	-0.021	
1.26k	130.1	1.26k	130.1	1.26k	-0.020	
1.26k	130.1	1.26k	130.1	1.26k	-0.020	
1.27k	130.0	1.27k	130.0	1.27k	-0.020	
1.27k	130.0	1.27k	130.0	1.27k	-0.019	
1.27k	130.0	1.27k	130.0	1.27k	-0.019	
1.27k	130.0	1.27k	130.0	1.27k	-0.019	
1.27k	130.0	1.27k	130.0	1.27k	-0.019	
1.27k	129.9	1.27k	129.9	1.27k	-0.018	
1.27k	129.9	1.27k	129.9	1.27k	-0.018	
1.27k	129.9	1.27k	129.9	1.27k	-0.018	
1.27k	129.9	1.27k	129.9	1.27k	-0.017	
1.27k	129.9	1.27k	129.9	1.27k	-0.017	
1.28k	129.9	1.28k	129.9	1.28k	-0.017	
1.28k	129.8	1.28k	129.8	1.28k	-0.017	
1.28k	129.8	1.28k	129.8	1.28k	-0.017	
1.28k	129.8	1.28k	129.8	1.28k	-0.016	
1.28k	129.8	1.28k	129.8	1.28k	-0.016	
1.28k	129.8	1.28k	129.8	1.28k	-0.016	
1.28k	129.8	1.28k	129.8	1.28k	-0.015	
1.28k	129.7	1.28k	129.7	1.28k	-0.015	
1.28k	129.7	1.28k	129.7	1.28k	-0.015	
1.28k	129.7	1.28k	129.7	1.28k	-0.015	
1.29k	129.7	1.29k	129.7	1.29k	-0.015	
1.29k	129.7	1.29k	129.7	1.29k	-0.015	
1.29k	129.7	1.29k	129.7	1.29k	-0.014	
1.29k	129.7	1.29k	129.7	1.29k	-0.014	
1.29k	129.6	1.29k	129.6	1.29k	-0.014	
1.29k	129.6	1.29k	129.6	1.29k	-0.013	
1.29k	129.6	1.29k	129.6	1.29k	-0.013	
1.29k	129.6	1.29k	129.6	1.29k	-0.013	
1.29k	129.6	1.29k	129.6	1.29k	-0.012	
1.29k	129.6	1.29k	129.6	1.29k	-0.012	
1.30k	129.6	1.30k	129.6	1.30k	-0.012	
1.30k	129.6	1.30k	129.6	1.30k	-0.012	
1.30k	129.5	1.30k	129.5	1.30k	-0.012	
1.30k	129.5	1.30k	129.5	1.30k	-0.012	
1.30k	129.5	1.30k	129.5	1.30k	-0.012	
1.30k	129.5	1.30k	129.5	1.30k	-0.011	
1.30k	129.5	1.30k	129.5	1.30k	-0.011	
1.30k	129.5	1.30k	129.5	1.30k	-0.011	
1.30k	129.5	1.30k	129.5	1.30k	-0.011	
1.30k	129.5	1.30k	129.5	1.30k	-0.011	
1.31k	129.5	1.31k	129.5	1.31k	-0.011	
1.31k	129.4	1.31k	129.4	1.31k	-0.010	
1.31k	129.4	1.31k	129.4	1.31k	-0.010	
1.31k	129.4	1.31k	129.4	1.31k	-0.010	
1.31k	129.4	1.31k	129.4	1.31k	-0.009	
1.31k	129.4	1.31k	129.4	1.31k	-0.010	
1.31k	129.4	1.31k	129.4	1.31k	-0.009	
1.31k	129.4	1.31k	129.4	1.31k	-0.009	
1.31k	129.4	1.31k	129.4	1.31k	-0.009	
1.31k	129.4	1.31k	129.4	1.31k	-0.009	
1.32k	129.4	1.32k	129.4	1.32k	-0.009	
1.32k	129.3	1.32k	129.4	1.32k	-0.009	
1.32k	129.3	1.32k	129.3	1.32k	-0.009	
1.32k	129.3	1.32k	129.3	1.32k	-0.009	
1.32k	129.3	1.32k	129.3	1.32k	-0.009	
1.32k	129.3	1.32k	129.3	1.32k	-0.009	
1.32k	129.3	1.32k	129.3	1.32k	-0.009	
1.32k	129.3	1.32k	129.3	1.32k	-0.009	
1.32k	129.3	1.32k	129.3	1.32k	-0.009	
1.32k	129.3	1.32k	129.3	1.32k	-0.009	
1.33k	129.3	1.33k	129.3	1.33k	-0.009	
1.33k	129.3	1.33k	129.3	1.33k	-0.008	
1.33k	129.3	1.33k	129.3	1.33k	-0.008	
1.33k	129.2	1.33k	129.2	1.33k	-0.008	
1.33k	129.2	1.33k	129.2	1.33k	-0.008	
1.33k	129.2	1.33k	129.2	1.33k	-0.008	
1.33k	129.2	1.33k	129.2	1.33k	-0.008	
1.33k	129.2	1.33k	129.2	1.33k	-0.008	
1.33k	129.2	1.33k	129.2	1.33k	-0.008	
1.33k	129.2	1.33k	129.2	1.33k	-0.008	
1.34k	129.2	1.34k	129.2	1.34k	-0.008	
1.34k	129.2	1.34k	129.2	1.34k	-0.007	
1.34k	129.2	1.34k	129.2	1.34k	-0.007	
1.34k	129.2	1.34k	129.2	1.34k	-0.007	
1.34k	129.2	1.34k	129.2	1.34k	-0.007	
1.34k	129.2	1.34k	129.2	1.34k	-0.007	
1.34k	129.1	1.34k	129.1	1.34k	-0.007	
1.34k	129.1	1.34k	129.1	1.34k	-0.007	
1.34k	129.1	1.34k	129.1	1.34k	-0.007	
1.34k	129.1	1.34k	129.1	1.34k	-0.007	
1.35k	129.1	1.35k	129.1	1.35k	-0.007	
1.35k	129.1	1.35k	129.1	1.35k	-0.008	
1.35k	129.1	1.35k	129.1	1.35k	-0.008	
1.35k	129.1	1.35k	129.1	1.35k	-0.008	
1.35k	129.1	1.35k	129.1	1.35k	-0.008	
1.35k	129.1	1.35k	129.1	1.35k	-0.008	
1.35k	129.1	1.35k	129.1	1.35k	-0.008	
1.35k	129.1	1.35k	129.1	1.35k	-0.008	
1.35k	129.1	1.35k	129.1	1.35k	-0.008	
1.35k	129.0	1.35k	129.0	1.35k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.008	
1.36k	129.0	1.36k	129.0	1.36k	-0.009	
1.37k	129.0	1.37k	129.0	1.37k	-0.009	
1.37k	128.9	1.37k	128.9	1.37k	-0.009	
1.37k	128.9	1.37k	128.9	1.37k	-0.009	
1.37k	128.9	1.37k	128.9	1.37k	-0.009	
