t 	T_s 	t_s	T_raw	t_nth_d	 cooling_rate	
2.33k	86.8	2.33k	86.9	2.33k	-0.051	
2.33k	86.8	2.33k	86.8	2.33k	-0.052	
2.33k	86.7	2.33k	86.7	2.33k	-0.053	
2.33k	86.7	2.33k	86.7	2.33k	-0.053	
2.34k	86.6	2.34k	86.6	2.34k	-0.053	
2.34k	86.6	2.34k	86.6	2.34k	-0.054	
2.34k	86.5	2.34k	86.5	2.34k	-0.054	
2.34k	86.5	2.34k	86.5	2.34k	-0.054	
2.34k	86.4	2.34k	86.4	2.34k	-0.054	
2.34k	86.4	2.34k	86.4	2.34k	-0.053	
2.34k	86.3	2.34k	86.3	2.34k	-0.052	
2.34k	86.3	2.34k	86.3	2.34k	-0.052	
2.34k	86.2	2.34k	86.2	2.34k	-0.050	
2.34k	86.2	2.34k	86.1	2.34k	-0.051	
2.35k	86.1	2.35k	86.1	2.35k	-0.049	
2.35k	86.1	2.35k	86.0	2.35k	-0.050	
2.35k	86.0	2.35k	86.0	2.35k	-0.049	
2.35k	86.0	2.35k	86.0	2.35k	-0.049	
2.35k	85.9	2.35k	85.9	2.35k	-0.050	
2.35k	85.9	2.35k	85.9	2.35k	-0.050	
2.35k	85.8	2.35k	85.8	2.35k	-0.050	
2.35k	85.8	2.35k	85.8	2.35k	-0.051	
2.35k	85.7	2.35k	85.7	2.35k	-0.050	
2.35k	85.7	2.35k	85.7	2.35k	-0.050	
2.36k	85.6	2.36k	85.6	2.36k	-0.049	
2.36k	85.6	2.36k	85.6	2.36k	-0.048	
2.36k	85.5	2.36k	85.5	2.36k	-0.047	
2.36k	85.5	2.36k	85.5	2.36k	-0.046	
2.36k	85.4	2.36k	85.4	2.36k	-0.046	
2.36k	85.4	2.36k	85.4	2.36k	-0.045	
2.36k	85.3	2.36k	85.3	2.36k	-0.046	
2.36k	85.3	2.36k	85.3	2.36k	-0.046	
2.36k	85.2	2.36k	85.2	2.36k	-0.046	
2.36k	85.2	2.36k	85.2	2.36k	-0.046	
2.37k	85.1	2.37k	85.1	2.37k	-0.047	
2.37k	85.1	2.37k	85.1	2.37k	-0.046	
2.37k	85.1	2.37k	85.0	2.37k	-0.047	
2.37k	85.0	2.37k	85.0	2.37k	-0.046	
2.37k	85.0	2.37k	84.9	2.37k	-0.046	
2.37k	84.9	2.37k	84.9	2.37k	-0.046	
2.37k	84.9	2.37k	84.9	2.37k	-0.046	
2.37k	84.8	2.37k	84.8	2.37k	-0.046	
2.37k	84.8	2.37k	84.8	2.37k	-0.046	
2.37k	84.7	2.37k	84.7	2.37k	-0.046	
2.38k	84.7	2.38k	84.7	2.38k	-0.047	
2.38k	84.6	2.38k	84.6	2.38k	-0.045	
2.38k	84.6	2.38k	84.6	2.38k	-0.045	
2.38k	84.6	2.38k	84.5	2.38k	-0.044	
2.38k	84.5	2.38k	84.5	2.38k	-0.044	
2.38k	84.5	2.38k	84.4	2.38k	-0.042	
2.38k	84.4	2.38k	84.4	2.38k	-0.041	
2.38k	84.4	2.38k	84.4	2.38k	-0.041	
2.38k	84.3	2.38k	84.3	2.38k	-0.041	
2.38k	84.3	2.38k	84.3	2.38k	-0.041	
2.39k	84.3	2.39k	84.3	2.39k	-0.041	
2.39k	84.2	2.39k	84.2	2.39k	-0.042	
2.39k	84.2	2.39k	84.2	2.39k	-0.041	
2.39k	84.1	2.39k	84.1	2.39k	-0.042	
2.39k	84.1	2.39k	84.1	2.39k	-0.042	
2.39k	84.1	2.39k	84.0	2.39k	-0.042	
2.39k	84.0	2.39k	84.0	2.39k	-0.041	
2.39k	84.0	2.39k	84.0	2.39k	-0.041	
2.39k	83.9	2.39k	83.9	2.39k	-0.041	
2.39k	83.9	2.39k	83.9	2.39k	-0.040	
2.40k	83.8	2.40k	83.8	2.40k	-0.040	
2.40k	83.8	2.40k	83.8	2.40k	-0.039	
2.40k	83.8	2.40k	83.8	2.40k	-0.039	
2.40k	83.7	2.40k	83.7	2.40k	-0.039	
2.40k	83.7	2.40k	83.7	2.40k	-0.038	
2.40k	83.7	2.40k	83.7	2.40k	-0.038	
2.40k	83.6	2.40k	83.6	2.40k	-0.036	
2.40k	83.6	2.40k	83.6	2.40k	-0.036	
2.40k	83.5	2.40k	83.5	2.40k	-0.034	
2.40k	83.5	2.40k	83.5	2.40k	-0.033	
2.41k	83.5	2.41k	83.5	2.41k	-0.033	
2.41k	83.4	2.41k	83.4	2.41k	-0.033	
2.41k	83.4	2.41k	83.4	2.41k	-0.033	
2.41k	83.4	2.41k	83.4	2.41k	-0.032	
2.41k	83.3	2.41k	83.3	2.41k	-0.033	
2.41k	83.3	2.41k	83.3	2.41k	-0.032	
2.41k	83.3	2.41k	83.3	2.41k	-0.033	
2.41k	83.3	2.41k	83.3	2.41k	-0.032	
2.41k	83.2	2.41k	83.2	2.41k	-0.033	
2.41k	83.2	2.41k	83.2	2.41k	-0.032	
2.42k	83.2	2.42k	83.1	2.42k	-0.032	
2.42k	83.1	2.42k	83.1	2.42k	-0.032	
2.42k	83.1	2.42k	83.1	2.42k	-0.031	
2.42k	83.1	2.42k	83.1	2.42k	-0.031	
2.42k	83.0	2.42k	83.0	2.42k	-0.031	
2.42k	83.0	2.42k	83.0	2.42k	-0.031	
2.42k	83.0	2.42k	83.0	2.42k	-0.031	
2.42k	82.9	2.42k	82.9	2.42k	-0.030	
2.42k	82.9	2.42k	82.9	2.42k	-0.030	
2.42k	82.9	2.42k	82.9	2.42k	-0.029	
2.43k	82.8	2.43k	82.8	2.43k	-0.029	
2.43k	82.8	2.43k	82.8	2.43k	-0.028	
2.43k	82.8	2.43k	82.8	2.43k	-0.027	
2.43k	82.8	2.43k	82.8	2.43k	-0.027	
2.43k	82.7	2.43k	82.7	2.43k	-0.027	
2.43k	82.7	2.43k	82.7	2.43k	-0.027	
2.43k	82.7	2.43k	82.7	2.43k	-0.027	
2.43k	82.7	2.43k	82.7	2.43k	-0.027	
2.43k	82.6	2.43k	82.6	2.43k	-0.026	
2.43k	82.6	2.43k	82.6	2.43k	-0.026	
2.44k	82.6	2.44k	82.6	2.44k	-0.026	
2.44k	82.6	2.44k	82.5	2.44k	-0.026	
2.44k	82.5	2.44k	82.5	2.44k	-0.026	
2.44k	82.5	2.44k	82.5	2.44k	-0.025	
2.44k	82.5	2.44k	82.5	2.44k	-0.025	
2.44k	82.4	2.44k	82.5	2.44k	-0.025	
2.44k	82.4	2.44k	82.4	2.44k	-0.025	
2.44k	82.4	2.44k	82.4	2.44k	-0.024	
2.44k	82.4	2.44k	82.4	2.44k	-0.024	
2.44k	82.4	2.44k	82.4	2.44k	-0.024	
2.45k	82.3	2.45k	82.3	2.45k	-0.023	
2.45k	82.3	2.45k	82.3	2.45k	-0.023	
2.45k	82.3	2.45k	82.3	2.45k	-0.022	
2.45k	82.3	2.45k	82.3	2.45k	-0.022	
2.45k	82.2	2.45k	82.2	2.45k	-0.020	
2.45k	82.2	2.45k	82.2	2.45k	-0.019	
2.45k	82.2	2.45k	82.2	2.45k	-0.019	
2.45k	82.2	2.45k	82.2	2.45k	-0.018	
2.45k	82.2	2.45k	82.2	2.45k	-0.018	
2.45k	82.1	2.45k	82.2	2.45k	-0.017	
2.46k	82.1	2.46k	82.1	2.46k	-0.017	
2.46k	82.1	2.46k	82.1	2.46k	-0.016	
2.46k	82.1	2.46k	82.1	2.46k	-0.015	
2.46k	82.1	2.46k	82.1	2.46k	-0.014	
2.46k	82.1	2.46k	82.1	2.46k	-0.014	
2.46k	82.1	2.46k	82.1	2.46k	-0.012	
2.46k	82.0	2.46k	82.0	2.46k	-0.011	
2.46k	82.0	2.46k	82.0	2.46k	-0.011	
2.46k	82.0	2.46k	82.0	2.46k	-0.009	
2.46k	82.0	2.46k	82.0	2.46k	-0.008	
2.47k	82.0	2.47k	82.0	2.47k	-0.008	
2.47k	82.0	2.47k	82.0	2.47k	-0.007	
2.47k	82.0	2.47k	82.0	2.47k	-0.007	
2.47k	82.0	2.47k	82.0	2.47k	-0.006	
2.47k	82.0	2.47k	82.0	2.47k	-0.005	
2.47k	82.0	2.47k	82.0	2.47k	-0.004	
2.47k	82.0	2.47k	82.0	2.47k	-0.004	
2.47k	82.0	2.47k	82.0	2.47k	-0.003	
2.47k	82.0	2.47k	82.0	2.47k	-0.002	
2.47k	82.0	2.47k	82.0	2.47k	-0.001	
2.48k	82.0	2.48k	82.0	2.48k	-0.001	
2.48k	82.0	2.48k	82.0	2.48k	-0.000	
2.48k	82.0	2.48k	82.0	2.48k	0.001	
2.48k	82.0	2.48k	82.0	2.48k	0.001	
2.48k	82.0	2.48k	82.0	2.48k	0.001	
2.48k	82.0	2.48k	82.0	2.48k	0.002	
2.48k	82.0	2.48k	82.0	2.48k	0.002	
2.48k	82.0	2.48k	82.0	2.48k	0.002	
2.48k	82.0	2.48k	82.0	2.48k	0.003	
2.48k	82.0	2.48k	82.0	2.48k	0.003	
2.49k	82.0	2.49k	82.0	2.49k	0.004	
2.49k	82.0	2.49k	82.0	2.49k	0.005	
2.49k	82.0	2.49k	82.0	2.49k	0.005	
2.49k	82.0	2.49k	82.0	2.49k	0.006	
2.49k	82.0	2.49k	82.0	2.49k	0.006	
2.49k	82.0	2.49k	82.0	2.49k	0.007	
2.49k	82.0	2.49k	82.0	2.49k	0.007	
2.49k	82.0	2.49k	82.0	2.49k	0.007	
2.49k	82.0	2.49k	82.0	2.49k	0.008	
2.49k	82.0	2.49k	82.0	2.49k	0.008	
2.50k	82.0	2.50k	82.0	2.50k	0.008	
2.50k	82.1	2.50k	82.1	2.50k	0.009	
2.50k	82.1	2.50k	82.1	2.50k	0.010	
2.50k	82.1	2.50k	82.1	2.50k	0.010	
2.50k	82.1	2.50k	82.1	2.50k	0.010	
2.50k	82.1	2.50k	82.1	2.50k	0.011	
2.50k	82.1	2.50k	82.1	2.50k	0.011	
2.50k	82.1	2.50k	82.1	2.50k	0.012	
2.50k	82.1	2.50k	82.1	2.50k	0.012	
2.50k	82.1	2.50k	82.1	2.50k	0.012	
2.51k	82.2	2.51k	82.2	2.51k	0.012	
2.51k	82.2	2.51k	82.2	2.51k	0.012	
2.51k	82.2	2.51k	82.2	2.51k	0.013	
2.51k	82.2	2.51k	82.2	2.51k	0.013	
2.51k	82.2	2.51k	82.2	2.51k	0.013	
2.51k	82.2	2.51k	82.2	2.51k	0.014	
2.51k	82.2	2.51k	82.2	2.51k	0.014	
2.51k	82.2	2.51k	82.2	2.51k	0.014	
2.51k	82.3	2.51k	82.3	2.51k	0.015	
2.51k	82.3	2.51k	82.3	2.51k	0.015	
2.52k	82.3	2.52k	82.3	2.52k	0.016	
2.52k	82.3	2.52k	82.3	2.52k	0.016	
2.52k	82.3	2.52k	82.3	2.52k	0.016	
2.52k	82.3	2.52k	82.3	2.52k	0.017	
2.52k	82.4	2.52k	82.3	2.52k	0.017	
2.52k	82.4	2.52k	82.4	2.52k	0.017	
2.52k	82.4	2.52k	82.4	2.52k	0.018	
2.52k	82.4	2.52k	82.4	2.52k	0.018	
2.52k	82.4	2.52k	82.4	2.52k	0.018	
2.52k	82.4	2.52k	82.4	2.52k	0.019	
2.53k	82.5	2.53k	82.5	2.53k	0.019	
2.53k	82.5	2.53k	82.5	2.53k	0.019	
2.53k	82.5	2.53k	82.5	2.53k	0.019	
2.53k	82.5	2.53k	82.5	2.53k	0.019	
2.53k	82.5	2.53k	82.5	2.53k	0.019	
2.53k	82.6	2.53k	82.6	2.53k	0.019	
2.53k	82.6	2.53k	82.6	2.53k	0.020	
2.53k	82.6	2.53k	82.6	2.53k	0.020	
2.53k	82.6	2.53k	82.6	2.53k	0.020	
2.53k	82.6	2.53k	82.6	2.53k	0.021	
2.54k	82.7	2.54k	82.7	2.54k	0.021	
2.54k	82.7	2.54k	82.7	2.54k	0.021	
2.54k	82.7	2.54k	82.7	2.54k	0.021	
2.54k	82.7	2.54k	82.7	2.54k	0.022	
2.54k	82.7	2.54k	82.7	2.54k	0.022	
2.54k	82.8	2.54k	82.8	2.54k	0.022	
2.54k	82.8	2.54k	82.8	2.54k	0.023	
2.54k	82.8	2.54k	82.8	2.54k	0.023	
2.54k	82.8	2.54k	82.8	2.54k	0.024	
2.54k	82.9	2.54k	82.9	2.54k	0.024	
2.55k	82.9	2.55k	82.9	2.55k	0.024	
2.55k	82.9	2.55k	82.9	2.55k	0.025	
2.55k	82.9	2.55k	82.9	2.55k	0.025	
2.55k	83.0	2.55k	83.0	2.55k	0.025	
2.55k	83.0	2.55k	83.0	2.55k	0.025	
2.55k	83.0	2.55k	83.0	2.55k	0.025	
2.55k	83.0	2.55k	83.0	2.55k	0.025	
2.55k	83.1	2.55k	83.1	2.55k	0.025	
2.55k	83.1	2.55k	83.1	2.55k	0.025	
2.55k	83.1	2.55k	83.1	2.55k	0.026	
2.56k	83.1	2.56k	83.1	2.56k	0.026	
2.56k	83.2	2.56k	83.2	2.56k	0.027	
2.56k	83.2	2.56k	83.2	2.56k	0.027	
2.56k	83.2	2.56k	83.2	2.56k	0.027	
2.56k	83.2	2.56k	83.2	2.56k	0.027	
2.56k	83.3	2.56k	83.3	2.56k	0.027	
2.56k	83.3	2.56k	83.3	2.56k	0.028	
2.56k	83.3	2.56k	83.3	2.56k	0.027	
2.56k	83.4	2.56k	83.3	2.56k	0.027	
2.56k	83.4	2.56k	83.4	2.56k	0.028	
2.57k	83.4	2.57k	83.4	2.57k	0.028	
2.57k	83.4	2.57k	83.4	2.57k	0.028	
2.57k	83.5	2.57k	83.5	2.57k	0.029	
2.57k	83.5	2.57k	83.5	2.57k	0.029	
2.57k	83.5	2.57k	83.5	2.57k	0.029	
2.57k	83.5	2.57k	83.5	2.57k	0.029	
2.57k	83.6	2.57k	83.6	2.57k	0.029	
2.57k	83.6	2.57k	83.6	2.57k	0.029	
2.57k	83.6	2.57k	83.6	2.57k	0.029	
2.57k	83.7	2.57k	83.7	2.57k	0.029	
2.58k	83.7	2.58k	83.7	2.58k	0.029	
2.58k	83.7	2.58k	83.7	2.58k	0.030	
2.58k	83.8	2.58k	83.7	2.58k	0.030	
2.58k	83.8	2.58k	83.8	2.58k	0.030	
2.58k	83.8	2.58k	83.8	2.58k	0.030	
2.58k	83.8	2.58k	83.8	2.58k	0.030	
2.58k	83.9	2.58k	83.9	2.58k	0.031	
2.58k	83.9	2.58k	83.9	2.58k	0.030	
2.58k	83.9	2.58k	83.9	2.58k	0.031	
2.58k	84.0	2.58k	84.0	2.58k	0.030	
2.59k	84.0	2.59k	84.0	2.59k	0.029	
2.59k	84.0	2.59k	84.0	2.59k	0.029	
2.59k	84.1	2.59k	84.1	2.59k	0.029	
2.59k	84.1	2.59k	84.1	2.59k	0.030	
2.59k	84.1	2.59k	84.1	2.59k	0.030	
2.59k	84.1	2.59k	84.1	2.59k	0.030	
2.59k	84.2	2.59k	84.2	2.59k	0.030	
2.59k	84.2	2.59k	84.2	2.59k	0.031	
2.59k	84.2	2.59k	84.2	2.59k	0.031	
2.59k	84.3	2.59k	84.3	2.59k	0.031	
2.60k	84.3	2.60k	84.3	2.60k	0.031	
2.60k	84.3	2.60k	84.3	2.60k	0.031	
2.60k	84.4	2.60k	84.4	2.60k	0.031	
2.60k	84.4	2.60k	84.4	2.60k	0.032	
2.60k	84.4	2.60k	84.4	2.60k	0.032	
2.60k	84.5	2.60k	84.4	2.60k	0.032	
2.60k	84.5	2.60k	84.5	2.60k	0.032	
2.60k	84.5	2.60k	84.5	2.60k	0.032	
2.60k	84.5	2.60k	84.6	2.60k	0.032	
2.60k	84.6	2.60k	84.6	2.60k	0.032	
2.61k	84.6	2.61k	84.6	2.61k	0.033	
2.61k	84.6	2.61k	84.6	2.61k	0.032	
2.61k	84.7	2.61k	84.7	2.61k	0.032	
2.61k	84.7	2.61k	84.7	2.61k	0.032	
2.61k	84.7	2.61k	84.7	2.61k	0.032	
2.61k	84.8	2.61k	84.8	2.61k	0.033	
2.61k	84.8	2.61k	84.8	2.61k	0.033	
2.61k	84.8	2.61k	84.8	2.61k	0.033	
2.61k	84.9	2.61k	84.9	2.61k	0.033	
2.61k	84.9	2.61k	84.9	2.61k	0.033	
2.62k	84.9	2.62k	84.9	2.62k	0.034	
2.62k	85.0	2.62k	85.0	2.62k	0.034	
2.62k	85.0	2.62k	85.0	2.62k	0.034	
2.62k	85.0	2.62k	85.1	2.62k	0.034	
2.62k	85.1	2.62k	85.1	2.62k	0.033	
2.62k	85.1	2.62k	85.1	2.62k	0.034	
2.62k	85.1	2.62k	85.1	2.62k	0.034	
2.62k	85.2	2.62k	85.2	2.62k	0.034	
2.62k	85.2	2.62k	85.2	2.62k	0.034	
2.62k	85.2	2.62k	85.2	2.62k	0.034	
2.63k	85.3	2.63k	85.3	2.63k	0.034	
2.63k	85.3	2.63k	85.3	2.63k	0.034	
2.63k	85.3	2.63k	85.4	2.63k	0.034	
2.63k	85.4	2.63k	85.4	2.63k	0.034	
2.63k	85.4	2.63k	85.4	2.63k	0.034	
2.63k	85.4	2.63k	85.5	2.63k	0.034	
2.63k	85.5	2.63k	85.5	2.63k	0.035	
2.63k	85.5	2.63k	85.5	2.63k	0.036	
2.63k	85.6	2.63k	85.5	2.63k	0.037	
2.63k	85.6	2.63k	85.6	2.63k	0.038	
2.64k	85.6	2.64k	85.6	2.64k	0.038	
2.64k	85.7	2.64k	85.7	2.64k	0.039	
2.64k	85.7	2.64k	85.7	2.64k	0.040	
2.64k	85.7	2.64k	85.8	2.64k	0.040	
2.64k	85.8	2.64k	85.8	2.64k	0.041	
2.64k	85.8	2.64k	85.8	2.64k	0.041	
2.64k	85.9	2.64k	85.9	2.64k	0.040	
2.64k	85.9	2.64k	85.9	2.64k	0.040	
2.64k	86.0	2.64k	86.0	2.64k	0.040	
2.64k	86.0	2.64k	86.0	2.64k	0.039	
2.65k	86.0	2.65k	86.0	2.65k	0.038	
2.65k	86.1	2.65k	86.1	2.65k	0.036	
2.65k	86.1	2.65k	86.1	2.65k	0.034	
2.65k	86.1	2.65k	86.1	2.65k	0.032	
2.65k	86.2	2.65k	86.2	2.65k	0.028	
2.65k	86.2	2.65k	86.2	2.65k	0.024	
2.65k	86.2	2.65k	86.2	2.65k	0.018	
2.65k	86.2	2.65k	86.2	2.65k	0.013	
2.65k	86.2	2.65k	86.2	2.65k	0.008	
2.65k	86.2	2.65k	86.2	2.65k	0.002	
2.66k	86.2	2.66k	86.2	2.66k	-0.002	
2.66k	86.2	2.66k	86.2	2.66k	-0.010	
2.66k	86.2	2.66k	86.2	2.66k	-0.019	
2.66k	86.2	2.66k	86.2	2.66k	-0.033	
2.66k	86.1	2.66k	86.2	2.66k	-0.047	
2.66k	86.1	2.66k	86.1	2.66k	-0.061	
2.66k	86.0	2.66k	86.1	2.66k	-0.074	
2.66k	85.9	2.66k	86.0	2.66k	-0.086	
2.66k	85.9	2.66k	85.9	2.66k	-0.093	
2.66k	85.8	2.66k	85.8	2.66k	-0.098	
2.67k	85.7	2.67k	85.6	2.67k	-0.099	
2.67k	85.6	2.67k	85.5	2.67k	-0.096	
2.67k	85.5	2.67k	85.4	2.67k	-0.090	
2.67k	85.4	2.67k	85.4	2.67k	-0.081	
2.67k	85.3	2.67k	85.3	2.67k	-0.070	
2.67k	85.3	2.67k	85.3	2.67k	-0.059	
2.67k	85.2	2.67k	85.2	2.67k	-0.048	
2.67k	85.2	2.67k	85.2	2.67k	-0.041	
2.67k	85.1	2.67k	85.1	2.67k	-0.036	
2.67k	85.1	2.67k	85.1	2.67k	-0.034	
2.68k	85.0	2.68k	85.1	2.68k	-0.037	
2.68k	85.0	2.68k	85.0	2.68k	-0.038	
2.68k	85.0	2.68k	85.0	2.68k	-0.040	
2.68k	84.9	2.68k	84.9	2.68k	-0.041	
2.68k	84.9	2.68k	84.9	2.68k	-0.042	
2.68k	84.8	2.68k	84.8	2.68k	-0.043	
2.68k	84.8	2.68k	84.8	2.68k	-0.044	
2.68k	84.8	2.68k	84.8	2.68k	-0.044	
2.68k	84.7	2.68k	84.7	2.68k	-0.044	
2.68k	84.7	2.68k	84.7	2.68k	-0.044	
2.69k	84.6	2.69k	84.6	2.69k	-0.043	
2.69k	84.6	2.69k	84.6	2.69k	-0.043	
2.69k	84.5	2.69k	84.5	2.69k	-0.043	
2.69k	84.5	2.69k	84.5	2.69k	-0.043	
2.69k	84.5	2.69k	84.5	2.69k	-0.043	
2.69k	84.4	2.69k	84.4	2.69k	-0.042	
2.69k	84.4	2.69k	84.4	2.69k	-0.042	
2.69k	84.3	2.69k	84.3	2.69k	-0.042	
2.69k	84.3	2.69k	84.3	2.69k	-0.041	
2.69k	84.3	2.69k	84.3	2.69k	-0.041	
2.70k	84.2	2.70k	84.2	2.70k	-0.040	
2.70k	84.2	2.70k	84.2	2.70k	-0.039	
2.70k	84.1	2.70k	84.1	2.70k	-0.038	
2.70k	84.1	2.70k	84.1	2.70k	-0.038	
2.70k	84.1	2.70k	84.1	2.70k	-0.037	
2.70k	84.0	2.70k	84.0	2.70k	-0.036	
2.70k	84.0	2.70k	84.0	2.70k	-0.036	
2.70k	83.9	2.70k	83.9	2.70k	-0.035	
2.70k	83.9	2.70k	83.9	2.70k	-0.034	
2.70k	83.9	2.70k	83.9	2.70k	-0.033	
2.71k	83.8	2.71k	83.8	2.71k	-0.032	
2.71k	83.8	2.71k	83.8	2.71k	-0.031	
2.71k	83.8	2.71k	83.8	2.71k	-0.030	
2.71k	83.8	2.71k	83.8	2.71k	-0.030	
2.71k	83.7	2.71k	83.7	2.71k	-0.030	
2.71k	83.7	2.71k	83.7	2.71k	-0.031	
2.71k	83.7	2.71k	83.7	2.71k	-0.031	
2.71k	83.6	2.71k	83.6	2.71k	-0.032	
2.71k	83.6	2.71k	83.6	2.71k	-0.032	
2.71k	83.6	2.71k	83.6	2.71k	-0.032	
2.72k	83.5	2.72k	83.5	2.72k	-0.033	
2.72k	83.5	2.72k	83.5	2.72k	-0.033	
2.72k	83.5	2.72k	83.5	2.72k	-0.033	
2.72k	83.4	2.72k	83.4	2.72k	-0.033	
2.72k	83.4	2.72k	83.4	2.72k	-0.033	
2.72k	83.4	2.72k	83.4	2.72k	-0.033	
2.72k	83.3	2.72k	83.3	2.72k	-0.033	
2.72k	83.3	2.72k	83.3	2.72k	-0.033	
2.72k	83.3	2.72k	83.3	2.72k	-0.033	
2.72k	83.2	2.72k	83.2	2.72k	-0.033	
2.73k	83.2	2.73k	83.2	2.73k	-0.033	
2.73k	83.2	2.73k	83.2	2.73k	-0.033	
2.73k	83.1	2.73k	83.1	2.73k	-0.033	
2.73k	83.1	2.73k	83.1	2.73k	-0.033	
2.73k	83.1	2.73k	83.1	2.73k	-0.033	
2.73k	83.0	2.73k	83.0	2.73k	-0.032	
2.73k	83.0	2.73k	83.0	2.73k	-0.032	
2.73k	83.0	2.73k	83.0	2.73k	-0.032	
2.73k	82.9	2.73k	82.9	2.73k	-0.032	
2.73k	82.9	2.73k	82.9	2.73k	-0.032	
2.74k	82.9	2.74k	82.9	2.74k	-0.032	
2.74k	82.8	2.74k	82.8	2.74k	-0.032	
2.74k	82.8	2.74k	82.8	2.74k	-0.032	
2.74k	82.8	2.74k	82.8	2.74k	-0.032	
2.74k	82.7	2.74k	82.8	2.74k	-0.032	
2.74k	82.7	2.74k	82.7	2.74k	-0.032	
2.74k	82.7	2.74k	82.7	2.74k	-0.031	
2.74k	82.7	2.74k	82.7	2.74k	-0.031	
2.74k	82.6	2.74k	82.6	2.74k	-0.029	
2.74k	82.6	2.74k	82.6	2.74k	-0.028	
2.75k	82.6	2.75k	82.6	2.75k	-0.027	
2.75k	82.5	2.75k	82.5	2.75k	-0.025	
2.75k	82.5	2.75k	82.5	2.75k	-0.023	
2.75k	82.5	2.75k	82.5	2.75k	-0.022	
2.75k	82.5	2.75k	82.5	2.75k	-0.020	
2.75k	82.5	2.75k	82.5	2.75k	-0.019	
2.75k	82.4	2.75k	82.4	2.75k	-0.018	
2.75k	82.4	2.75k	82.4	2.75k	-0.018	
2.75k	82.4	2.75k	82.4	2.75k	-0.017	
2.75k	82.4	2.75k	82.4	2.75k	-0.017	
2.76k	82.4	2.76k	82.4	2.76k	-0.017	
2.76k	82.3	2.76k	82.3	2.76k	-0.018	
2.76k	82.3	2.76k	82.3	2.76k	-0.018	
2.76k	82.3	2.76k	82.3	2.76k	-0.018	
2.76k	82.3	2.76k	82.3	2.76k	-0.018	
2.76k	82.3	2.76k	82.3	2.76k	-0.018	
2.76k	82.3	2.76k	82.3	2.76k	-0.018	
2.76k	82.2	2.76k	82.2	2.76k	-0.017	
2.76k	82.2	2.76k	82.2	2.76k	-0.017	
2.76k	82.2	2.76k	82.2	2.76k	-0.017	
2.77k	82.2	2.77k	82.2	2.77k	-0.017	
2.77k	82.2	2.77k	82.2	2.77k	-0.017	
2.77k	82.2	2.77k	82.2	2.77k	-0.017	
2.77k	82.1	2.77k	82.1	2.77k	-0.017	
2.77k	82.1	2.77k	82.1	2.77k	-0.016	
2.77k	82.1	2.77k	82.1	2.77k	-0.016	
2.77k	82.1	2.77k	82.1	2.77k	-0.016	
2.77k	82.1	2.77k	82.1	2.77k	-0.016	
2.77k	82.1	2.77k	82.1	2.77k	-0.015	
2.77k	82.0	2.77k	82.0	2.77k	-0.015	
